MUNICIPIO;UF;Total_Postos;Total_PAE;Total_Agências;Populacao;Coeficiente de ajuste populacional;IDHM;Nível de bancarização;Teledensidade estadual;Probabilidade_de_conversão;Clientes_Convertidos
ARAPUA;TO;4,000000;2,000000;;7155;10;0,639000;0,000839;0,066806;0,050000;4
ARAPUTANGA;MT;3,000000;4,000000;2,000000;8467;10;0,675000;0,001063;1,262431;1,650000;140
ARAQUARI;TO;7,000000;3,000000;2,000000;3109;5;0,687000;0,003860;0,153747;1,570000;49
ARARA ;MT;1,000000;1,000000;;183381;20;0,752000;0,000011;0,058288;0,010000;18
ARARANGUA ;TO;8,000000;6,000000;5,000000;946;5;0,701000;0,020085;0,505285;5,700000;54
ARARAQUARA;MA;31,000000;38,000000;28,000000;5793;10;0,533000;0,016744;0,207319;0,030000;2
ARARAS;GO;14,000000;9,000000;12,000000;15551;10;0,604000;0,002251;0,234519;0,100000;16
ARARENDA;MG;1,000000;1,000000;;7783;10;0,674000;0,000257;0,203392;0,260000;20
ARARIPINA ;BA;;3,000000;6,000000;12332;10;0,633000;0,000730;0,318683;0,220000;27
ARARUNA ;MA;4,000000;4,000000;4,000000;3562;5;0,691000;0,003369;0,337170;3,540000;126
ARATIBA ;SP;1,000000;1,000000;2,000000;5655;10;0,740000;0,000707;0,119010;0,390000;22
ARATUBA ;MG;1,000000;1,000000;;6365;10;0,685000;0,000314;0,248704;0,380000;24
ARATUIPE;SP;1,000000;1,000000;;2787;5;0,697000;0,000718;0,241478;2,650000;74
ARAUA ;AL;2,000000;2,000000;;2460;5;0,680000;0,001626;0,310163;3,010000;74
ARAUJOS ;MG;1,000000;4,000000;1,000000;6616;10;0,680000;0,000907;0,239268;0,340000;22
ARAXA ;PR;11,000000;16,000000;7,000000;8453;10;0,536000;0,004022;0,086833;0,010000;1
ARCOS ;PR;2,000000;7,000000;4,000000;6931;10;0,708000;0,001876;0,105901;0,220000;15
ARCOVERDE ;MG;3,000000;8,000000;6,000000;28300;15;0,723000;0,000601;0,055936;0,030000;8
AREADO;PR;1,000000;4,000000;2,000000;2835;5;0,724000;0,002469;0,258907;3,430000;97
AREAL ;MT;;2,000000;2,000000;3009;5;0,676000;0,001329;3,552343;33,430000;1006
AREALVA ;SC;1,000000;2,000000;1,000000;16951;10;0,725000;0,000236;0,237567;0,640000;108
AREIA ;PB;1,000000;2,000000;2,000000;39524;15;0,703000;0,000127;0,032613;0,010000;4
AREIA BRANCA;SC;2,000000;5,000000;3,000000;13542;10;0,548000;0,000738;0,297371;0,050000;7
AREIAL;SP;1,000000;1,000000;;68867;15;0,760000;0,000029;0,009772;0,010000;7
AREIOPOLIS;CE;1,000000;3,000000;1,000000;135506;20;0,781000;0,000037;0,016877;0,010000;14
ARENAPOLIS;MA;1,000000;3,000000;2,000000;10959;10;0,590000;0,000547;0,109590;0,040000;4
ARES;CE;1,000000;1,000000;;5771;10;0,679000;0,000347;0,396292;0,550000;32
ARIPUANA;PR;6,000000;2,000000;1,000000;14000;10;0,567000;0,000643;0,052429;0,010000;1
ARIQUEMES ;BA;9,000000;7,000000;7,000000;20463;15;0,704000;0,001124;0,192054;0,070000;14
ARIRANHA DO IVAI;CE;1,000000;;;6189;10;0,772000;0,000162;0,369527;1,850000;114
ARMACAO DOS BUZIOS;BA;;3,000000;5,000000;11802;10;0,622000;0,000678;0,332994;0,190000;22
ARMAZEM ;SE;2,000000;1,000000;1,000000;8837;10;0,575000;0,000453;5,207197;1,370000;121
ARNEIROZ;PR;1,000000;2,000000;;9947;10;0,595000;0,000302;0,073791;0,030000;3
AROEIRAS;MG;2,000000;2,000000;;9401;10;0,698000;0,000425;0,168386;0,310000;29
ARRAIAL DO CABO ;MG;;3,000000;3,000000;107337;20;0,772000;0,000056;0,014748;0,010000;11
ARRAIAS ;SP;1,000000;3,000000;1,000000;10883;10;0,683000;0,000459;0,061840;0,090000;10
ARROIO DO MEIO;MG;3,000000;4,000000;3,000000;1773;5;0,722000;0,005640;0,892837;11,680000;207
ARROIO DO PADRE ;PE;1,000000;1,000000;;40380;15;0,749000;0,000050;0,151139;0,130000;52
ARROIO DO TIGRE ;RJ;1,000000;1,000000;2,000000;15181;10;0,727000;0,000263;0,657730;1,810000;275
ARROIO DOS RATOS;SP;;2,000000;3,000000;12669;10;0,684000;0,000395;0,053122;0,080000;10
ARROIO GRANDE ;PB;2,000000;5,000000;4,000000;8613;10;0,744000;0,001277;0,149657;0,520000;45
ARTUR NOGUEIRA;SE;1,000000;6,000000;5,000000;18686;10;0,682000;0,000642;2,462592;3,570000;667
ARUJA ;PB;11,000000;13,000000;8,000000;2116;5;0,562000;0,015123;0,609168;2,280000;48
ARVOREDO;SP;2,000000;;;7027;10;0,608000;0,000285;0,095773;0,040000;3
ARVOREZINHA ;SP;3,000000;4,000000;3,000000;3896;5;0,697000;0,002567;0,172741;1,890000;74
ASCURRA ;MT;2,000000;1,000000;1,000000;11158;10;0,695000;0,000358;0,957967;1,680000;187
ASPASIA ;GO;1,000000;;;9502;10;0,704000;0,000105;0,383814;0,770000;73
ASSAI ;RN;2,000000;3,000000;4,000000;2536;5;0,687000;0,003549;0,373423;3,810000;97
ASSARE;MG;;1,000000;2,000000;14417;10;0,606000;0,000208;0,109801;0,050000;7
ASSIS ;MG;13,000000;12,000000;9,000000;2704;5;0,643000;0,012574;0,585429;4,290000;116
ASSIS BRASIL;MG;1,000000;2,000000;1,000000;5269;10;0,582000;0,000759;0,300437;0,090000;5
ASSIS CHATEAUBRIAND ;MT;6,000000;5,000000;4,000000;17862;10;0,656000;0,000840;0,598421;0,590000;105
ASSUNCAO DO PIAUI ;RO;1,000000;1,000000;;22714;15;0,675000;0,000088;0,343180;0,060000;14
ASTORGA ;PR;2,000000;3,000000;4,000000;9761;10;0,733000;0,000922;0,075197;0,220000;21
ATALAIA ;RJ;2,000000;4,000000;3,000000;2066;5;0,670000;0,004356;4,833011;43,500000;899
ATALAIA DO NORTE;SC;1,000000;1,000000;;34477;15;0,728000;0,000058;0,116803;0,070000;24
ATALANTA;CE;2,000000;1,000000;1,000000;8759;10;0,770000;0,000457;0,261103;1,280000;112
ATALEIA ;PI;1,000000;2,000000;2,000000;7844;10;0,618000;0,000637;0,372387;0,200000;16
ATIBAIA ;PB;11,000000;14,000000;14,000000;5827;10;0,583000;0,006693;0,221212;0,070000;4
ATILIO VIVACQUA ;PI;2,000000;2,000000;1,000000;19116;10;0,548000;0,000262;0,152804;0,020000;4
AUGUSTINOPOLIS;PI;;3,000000;3,000000;2551;5;0,519000;0,002352;1,145041;2,870000;73
AUGUSTO CORREA;RJ;1,000000;3,000000;3,000000;4720;5;0,560000;0,001483;2,115466;7,770000;367
AUGUSTO DE LIMA ;TO;2,000000;2,000000;;30593;15;0,733000;0,000131;0,015624;0,010000;3
AUGUSTO PESTANA ;RS;2,000000;1,000000;2,000000;10534;10;0,651000;0,000475;0,013480;0,010000;1
AUREA ;RS;1,000000;1,000000;2,000000;20967;15;0,769000;0,000191;0,006773;0,010000;2
AURELINO LEAL ;RS;1,000000;1,000000;;2951;5;0,669000;0,000678;0,048119;0,430000;13
AURIFLAMA ;RS;;3,000000;5,000000;10279;10;0,740000;0,000778;0,013815;0,050000;5
AURILANDIA;RS;;;1,000000;13413;10;0,707000;0,000075;0,010587;0,020000;3
AURORA;RS;3,000000;4,000000;2,000000;14177;10;0,698000;0,000635;0,010016;0,020000;3
AURORA DO PARA;SC;;3,000000;2,000000;18238;10;0,657000;0,000274;0,220803;0,220000;40
AURORA DO TOCANTINS ;SP;1,000000;1,000000;;3549;5;0,764000;0,000564;0,189631;3,290000;117
AUTAZES ;GO;;3,000000;3,000000;55340;15;0,749000;0,000108;0,065902;0,060000;33
AVAI;SP;1,000000;1,000000;;10110;10;0,675000;0,000198;0,066568;0,090000;9
AVANHANDAVA ;SC;1,000000;2,000000;2,000000;91157;15;0,784000;0,000055;0,044177;0,080000;73
AVARE ;RS;7,000000;6,000000;7,000000;2234;5;0,715000;0,008953;0,063563;0,790000;18
AVEIRO;SC;1,000000;1,000000;;10423;10;0,694000;0,000192;0,386357;0,670000;70
AVELINO LOPES ;SP;1,000000;1,000000;;7978;10;0,742000;0,000251;0,084357;0,280000;22
AXIXA ;PR;1,000000;2,000000;;1818;5;0,735000;0,001650;0,403740;5,770000;105
AXIXA DO TOCANTINS;CE;1,000000;1,000000;;14954;10;0,728000;0,000134;0,152936;0,430000;64
BACABEIRA ;PR;1,000000;1,000000;;7534;10;0,588000;0,000265;0,097425;0,030000;2
BACURI;PB;2,000000;3,000000;;33340;15;0,729000;0,000150;0,038662;0,020000;7
BADY BASSITT;PI;1,000000;1,000000;2,000000;4029;5;0,609000;0,000993;0,724994;4,050000;163
BAEPENDI;MG;4,000000;3,000000;1,000000;7863;10;0,499000;0,001017;0,201323;0,010000;1
BAGE;PR;8,000000;35,000000;10,000000;14270;10;0,694000;0,003714;0,051437;0,090000;13
BAGRE ;AL;1,000000;1,000000;;26209;15;0,747000;0,000076;0,029112;0,020000;5
BAIA DA TRAICAO ;PR;1,000000;1,000000;;3881;5;0,561000;0,000515;0,189127;0,700000;27
BAIAO ;MG;1,000000;2,000000;2,000000;3195;5;0,733000;0,001565;0,495462;6,990000;223
BAIXA GRANDE;SP;2,000000;2,000000;1,000000;12678;10;0,588000;0,000394;0,053084;0,020000;3
BAIXIO;TO;1,000000;2,000000;;12105;10;0,708000;0,000248;0,039488;0,080000;10
BAIXO GUANDU;PA;1;5;4;18643;10;0,670000;0,000536;0,099072;0,120000;22
BALDIM;RS;2,000000;2,000000;;4851;5;0,656000;0,000825;0,029272;0,240000;12
BALIZA;RN;1,000000;1,000000;;6602;10;0,743000;0,000303;0,143441;0,490000;32
BALNEARIO ARROIO DO SILVA ;RS;1,000000;;;9670;10;0,621000;0,000103;0,014685;0,010000;1
BALNEARIO BARRA DO SUL;BA;4,000000;5,000000;;3535;5;0,707000;0,002546;1,111740;13,090000;463
BALNEARIO CAMBORIU;SP;22,000000;20,000000;16,000000;11299;10;0,568000;0,005133;0,059563;0,010000;1
BALNEARIO GAIVOTA ;GO;2,000000;2,000000;;15253;10;0,773000;0,000262;0,239101;1,210000;185
BALNEARIO PICARRAS;CE;4,000000;4,000000;3,000000;3058;5;0,700000;0,003597;0,747874;8,380000;256
BALNEARIO PINHAL;SC;1,000000;2,000000;1,000000;5683;10;0,605000;0,000704;0,708605;0,310000;18
BALNEARIO RINCAO;PA;1;;;24610;15;0,733000;0,000041;0,075051;0,050000;12
BALSAMO ;AM;1,000000;2,000000;1,000000;3783;5;0,677000;0,001057;0,051018;0,480000;18
BAMBUI;SP;2,000000;8,000000;4,000000;5436;10;0,714000;0,002575;0,123804;0,280000;15
BANABUIU;SP;1,000000;2,000000;1,000000;13859;10;0,705000;0,000289;0,048561;0,100000;14
BANANAL ;PA;1;2;3;91232;15;0,767000;0,000066;0,020245;0,030000;27
BANANEIRAS;PI;1,000000;4,000000;2,000000;16404;10;0,541000;0,000427;0,178066;0,030000;5
BANDEIRA;GO;2,000000;1,000000;;11326;10;0,554000;0,000265;0,322002;0,060000;7
BANDEIRA DO SUL ;MA;3,000000;1,000000;;2409;5;0,660000;0,001660;0,498547;4,160000;100
BANDEIRANTE ;TO;2,000000;;;12183;10;0,641000;0,000164;0,039235;0,030000;4
BANDEIRANTES;TO;5,000000;6,000000;5,000000;9787;10;0,627000;0,001635;0,048840;0,030000;3
BANDEIRANTES DO TOCANTINS ;MA;1,000000;1,000000;;10666;10;0,642000;0,000188;0,112601;0,090000;10
BANZAE;MA;2,000000;2,000000;;17252;10;0,629000;0,000232;0,069615;0,040000;7
BARAO ;MA;1,000000;;1,000000;18654;10;0,578000;0,000107;0,064383;0,020000;4
BARAO DE ANTONINA ;SP;2,000000;1,000000;;5670;10;0,537000;0,000529;0,118695;0,020000;1
BARAO DE COCAIS ;MG;2,000000;6,000000;4,000000;17761;10;0,746000;0,000676;0,089128;0,320000;57
BARAO DE COTEGIPE ;RS;2,000000;;1,000000;19199;10;0,681000;0,000156;0,007396;0,010000;2
BARAO DO TRIUNFO;RN;1,000000;;1,000000;9096;10;0,581000;0,000220;0,104112;0,030000;3
BARAUNA ;BA;1,000000;1,000000;1,000000;9322;10;0,609000;0,000322;0,421583;0,200000;19
BARBACENA ;PA;11;21;10;13929;10;0,589000;0,003015;0,132601;0,040000;6
BARBOSA FERRAZ;CE;3,000000;1,000000;2,000000;11671;10;0,564000;0,000514;0,195956;0,040000;5
BARCARENA ;ES;5,000000;21,000000;8,000000;6303;10;0,627000;0,005394;0,329684;0,210000;13
BARCELONA ;SP;1,000000;1,000000;;31132;15;0,702000;0,000064;0,021618;0,010000;3
BARCELOS;MG;;1,000000;2,000000;5934;10;0,669000;0,000506;0,266768;0,320000;19
BARIRI;GO;1,000000;4,000000;5,000000;7803;10;0,671000;0,001282;0,467384;0,580000;45
BARRA ;SC;;4,000000;3,000000;5280;10;0,655000;0,001326;0,762689;0,740000;39
BARRA BONITA;SC;3,000000;3,000000;6,000000;13430;10;0,746000;0,000894;0,299851;1,070000;144
BARRA DA ESTIVA ;SC;1,000000;2,000000;3,000000;11035;10;0,716000;0,000544;0,364930;0,860000;95
BARRA DE GUABIRABA;SC;1,000000;1,000000;;145796;20;0,845000;0,000014;0,027621;0,060000;87
BARRA DE SANTA ROSA ;RS;2,000000;1,000000;;11260;10;0,728000;0,000266;0,012611;0,040000;5
BARRA DE SANTANA;SC;1,000000;;;23772;15;0,756000;0,000042;0,169401;0,170000;40
BARRA DE SANTO ANTONIO;PR;1,000000;1,000000;;14363;10;0,696000;0,000139;0,051104;0,090000;13
BARRA DE SAO FRANCISCO;SP;2,000000;4,000000;4,000000;12946;10;0,696000;0,000772;0,051985;0,090000;12
BARRA DE SAO MIGUEL ;MA;2,000000;3,000000;;13092;10;0,756000;0,000382;0,091735;0,370000;48
BARRA DO BUGRES ;MG;2,000000;4,000000;3,000000;9139;10;0,687000;0,000985;0,173214;0,270000;25
BARRA DO CHAPEU ;CE;;1,000000;;95929;15;0,741000;0,000010;0,023841;0,020000;19
BARRA DO CORDA;PB;2,000000;10,000000;4,000000;18256;10;0,733000;0,000876;0,070607;0,210000;38
BARRA DO GARCAS ;MG;2,000000;9,000000;8,000000;10993;10;0,568000;0,001728;0,144001;0,030000;3
BARRA DO JACARE ;SC;1,000000;;;4766;5;0,692000;0,000210;0,844943;8,940000;426
BARRA DO MENDES ;PR;1,000000;2,000000;1,000000;5778;10;0,672000;0,000692;0,127034;0,160000;9
BARRA DO PIRAI;MS;4,000000;9,000000;5,000000;2648;5;0,681000;0,006798;0,501888;4,900000;130
BARRA DO QUARAI ;TO;1,000000;;;7266;10;0,727000;0,000138;0,065786;0,180000;13
BARRA DO RIO AZUL ;BA;2,000000;;;3592;5;0,594000;0,000557;1,094098;5,390000;194
BARRA DO ROCHA;RS;1,000000;1,000000;;3262;5;0,579000;0,000613;0,043532;0,190000;6
BARRA DO TURVO;SP;;;1,000000;13240;10;0,748000;0,000076;0,050831;0,190000;25
BARRA DOS COQUEIROS ;MG;1,000000;4,000000;2,000000;6202;10;0,711000;0,001129;0,255240;0,560000;35
BARRA FUNDA ;RS;1,000000;;1,000000;3498;5;0,722000;0,000572;0,040595;0,530000;19
BARRA LONGA ;MA;1,000000;;;32866;15;0,719000;0,000030;0,036542;0,020000;7
BARRA MANSA ;MT;6,000000;11,000000;10,000000;6620;10;0,592000;0,004079;1,614653;0,570000;38
BARRA VELHA ;MG;5,000000;4,000000;3,000000;18924;10;0,600000;0,000634;0,083650;0,030000;6
BARRACAO;RS;7,000000;1,000000;2,000000;8164;10;0,649000;0,001225;0,017393;0,020000;2
BARRAS;RN;;3,000000;3,000000;5354;10;0,610000;0,001121;0,176877;0,080000;4
BARREIRA;PB;2,000000;2,000000;;7519;10;0,558000;0,000532;0,171432;0,030000;2
BARREIRAS ;MG;5,000000;16,000000;12,000000;4964;5;0,574000;0,006648;0,318896;1,320000;66
BARREIRINHA ;CE;;1,000000;1,000000;28747;15;0,769000;0,000070;0,079556;0,100000;29
BARRETOS;PA;14;18;12;7468;10;0,696000;0,005892;0,247322;0,440000;33
BARRINHA;RN;1,000000;4,000000;4,000000;11426;10;0,662000;0,000788;0,082881;0,090000;10
BARRO ALTO;SP;6,000000;3,000000;1,000000;3994;5;0,500000;0,002504;0,168503;0,350000;14
BARRO DURO;BA;1,000000;1,000000;;27638;15;0,750000;0,000072;0,142196;0,130000;36
BARROCAS;SC;4,000000;3,000000;;53910;15;0,701000;0,000130;0,074699;0,020000;11
BARROLANDIA ;PI;2,000000;1,000000;;1651;5;0,788000;0,001817;1,769231;35,840000;592
BARROS CASSAL ;PE;2,000000;2,000000;2,000000;20392;15;0,577000;0,000294;0,299284;0,010000;2
BARROSO ;PB;1,000000;5,000000;3,000000;3952;5;0,577000;0,002277;0,326164;1,390000;55
BARUERI ;PB;68,000000;90,000000;64,000000;14510;10;0,562000;0,015300;0,088835;0,020000;3
BASTOS;AL;2,000000;3,000000;5,000000;15497;10;0,567000;0,000645;0,049235;0,010000;2
BATAGUASSU;ES;2,000000;6,000000;3,000000;8349;10;0,557000;0,001318;0,248892;0,050000;4
BATALHA ;PB;1,000000;2,000000;3,000000;16068;10;0,683000;0,000373;0,080222;0,120000;19
BATAYPORA ;MT;2,000000;2,000000;1,000000;6065;10;0,572000;0,000824;1,762407;0,440000;27
BATURITE;SP;1,000000;4,000000;4,000000;8378;10;0,693000;0,001074;0,080329;0,140000;12
BAURU ;BA;45,000000;72,000000;52,000000;35307;15;0,660000;0,004787;0,111309;0,010000;4
BAYEUX;MA;2,000000;8,000000;5,000000;5760;10;0,551000;0,002604;0,208507;0,040000;2
BEBEDOURO ;MT;13,000000;10,000000;8,000000;31209;15;0,606000;0,000993;0,342497;0,010000;3
BELA CRUZ ;PR;;2,000000;2,000000;61135;15;0,734000;0,000065;0,012006;0,010000;6
BELA VISTA;BA;2,000000;5,000000;2,000000;3257;5;0,744000;0,002763;1,206632;18,340000;597
BELA VISTA DA CAROBA;TO;2,000000;;;2781;5;0,630000;0,000719;0,171881;1,140000;32
BELA VISTA DE GOIAS ;RJ;2,000000;3,000000;3,000000;13833;10;0,603000;0,000578;0,721825;0,310000;43
BELA VISTA DE MINAS ;RS;1,000000;;1,000000;4632;5;0,733000;0,000432;0,030656;0,430000;20
BELA VISTA DO PARAISO ;RS;3,000000;2,000000;3,000000;4227;5;0,670000;0,001893;0,033594;0,300000;13
BELA VISTA DO TOLDO ;BA;3,000000;1,000000;;13556;10;0,723000;0,000295;0,289909;0,750000;102
BELAGUA ;SP;1,000000;1,000000;;1655;5;0,577000;0,001208;0,406647;1,730000;29
BELEM ;SE;94,000000;417,000000;112,000000;5612;10;0,641000;0,111012;8,199572;6,400000;359
BELEM DE MARIA;RS;1,000000;1,000000;;7632;10;0,649000;0,000262;0,018606;0,020000;2
BELEM DE SAO FRANCISCO;MG;1,000000;2,000000;1,000000;30930;15;0,763000;0,000129;0,051180;0,060000;19
BELEM DO BREJO DO CRUZ;RJ;1,000000;1,000000;;2551;5;0,624000;0,000784;3,914151;24,690000;630
BELFORD ROXO;SC;5,000000;17,000000;14,000000;5015;10;0,729000;0,007178;0,802991;2,270000;114
BELO HORIZONTE;PI;296,000000;519,000000;373,000000;5256;10;0,710000;0,226027;0,555746;1,210000;64
BELO JARDIM ;CE;1,000000;7,000000;6,000000;10312;10;0,595000;0,001358;0,221780;0,080000;8
BELO ORIENTE;PI;4,000000;3,000000;4,000000;22573;15;0,721000;0,000487;0,129402;0,060000;14
BELTERRA;MA;2,000000;1,000000;;3352;5;0,574000;0,000895;0,358294;1,490000;50
BENEDITO NOVO ;SP;6,000000;1,000000;1,000000;42764;15;0,789000;0,000187;0,015738;0,030000;13
BENJAMIN CONSTANT DO SUL;GO;2,000000;1,000000;;22758;15;0,607000;0,000132;0,160251;0,010000;2
BENTO DE ABREU;PI;1,000000;3,000000;;11408;10;0,742000;0,000351;0,256048;0,860000;98
BENTO GONCALVES ;BA;16,000000;23,000000;19,000000;15054;10;0,612000;0,003853;0,261060;0,130000;20
BEQUIMAO;TO;;3,000000;1,000000;7027;10;0,602000;0,000569;0,068023;0,030000;2
BERILO;CE;;1,000000;1,000000;5448;10;0,610000;0,000367;0,419787;0,200000;11
BERIZAL ;RS;2,000000;1,000000;;16105;10;0,642000;0,000186;0,008817;0,010000;2
BERNARDINO DE CAMPOS;MG;1,000000;2,000000;2,000000;5651;10;0,571000;0,000885;0,280127;0,070000;4
BERNARDO SAYAO;SP;1,000000;1,000000;;15044;10;0,650000;0,000133;0,044735;0,040000;6
BERTIOGA;SP;3,000000;8,000000;5,000000;11182;10;0,734000;0,001431;0,060186;0,180000;20
BERTOLINIA;MS;1,000000;1,000000;;20897;15;0,786000;0,000096;0,063598;0,110000;23
BERURI;AL;;1,000000;1,000000;20953;15;0,710000;0,000095;0,036415;0,010000;2
BETANIA DO PIAUI;MS;1,000000;1,000000;;18338;10;0,545000;0,000109;0,072472;0,010000;2
BETIM ;CE;42,000000;71,000000;19,000000;26905;15;0,761000;0,004906;0,085003;0,090000;24
BIAS FORTES ;PB;1,000000;1,000000;;11349;10;0,619000;0,000176;0,113578;0,060000;7
BICAS ;SP;2,000000;3,000000;3,000000;35941;15;0,801000;0,000223;0,018725;0,040000;14
BILAC ;CE;;2,000000;2,000000;97203;15;0,780000;0,000041;0,023528;0,040000;39
BIRITIBA-MIRIM;GO;2,000000;2,000000;2,000000;32722;15;0,698000;0,000183;0,111454;0,030000;10
BIRITINGA ;MG;3,000000;2,000000;;24735;15;0,681000;0,000202;0,063998;0,010000;2
BITURUNA;MA;3,000000;2,000000;3,000000;3457;5;0,716000;0,002314;0,347411;4,360000;151
BOA ESPERANCA ;PI;7,000000;10,000000;7,000000;10262;10;0,554000;0,002339;0,284642;0,050000;5
BOA ESPERANCA DO IGUACU ;SC;2,000000;;;11279;10;0,716000;0,000177;0,357035;0,840000;95
BOA ESPERANCA DO SUL;MA;;2,000000;3,000000;15399;10;0,576000;0,000325;0,077992;0,020000;3
BOA NOVA;PA;1;1;;4030;5;0,675000;0,000496;0,458313;4,280000;172
BOA SAUDE ;PB;1,000000;1,000000;;6362;10;0,512000;0,000314;0,202609;0,020000;1
BOA VENTURA ;AL;1,000000;1,000000;;7528;10;0,593000;0,000266;0,101355;0,040000;3
BOA VENTURA DE SAO ROQUE;PE;4,000000;1,000000;;4284;5;0,746000;0,001167;1,424603;21,940000;940
BOA VIAGEM;PE;2,000000;2,000000;4,000000;17705;10;0,592000;0,000452;0,344705;0,120000;21
BOA VISTA DA APARECIDA;PI;3,000000;;1,000000;12122;10;0,578000;0,000330;0,240967;0,070000;8
BOA VISTA DAS MISSOES ;RJ;2,000000;1,000000;;7349;10;0,551000;0,000408;1,358688;0,230000;17
BOA VISTA DO BURICA ;MG;3,000000;2,000000;2,000000;3587;5;0,642000;0,001951;0,441316;3,210000;115
BOA VISTA DO CADEADO;BA;2,000000;;;20730;15;0,684000;0,000096;0,189580;0,040000;8
BOA VISTA DO INCRA;BA;1,000000;;1,000000;3425;5;0,598000;0,000584;1,147445;5,850000;200
BOA VISTA DO RAMOS;MG;1,000000;1,000000;;2709;5;0,705000;0,000738;0,584348;6,780000;184
BOA VISTA DO TUPIM;AL;3,000000;3,000000;;17109;10;0,810000;0,000351;0,044596;0,360000;62
BOCAINA ;PA;2;4;2;6710;10;0,686000;0,001192;0,275261;0,420000;28
BOCAINA DE MINAS;PI;1,000000;1,000000;;26994;15;0,655000;0,000074;0,108209;0,010000;3
BOCAINA DO SUL;MA;1,000000;1,000000;;7719;10;0,588000;0,000259;0,155590;0,050000;4
BOCAIUVA;SC;3,000000;6,000000;5,000000;17839;10;0,557000;0,000785;0,225741;0,040000;7
BOCAIUVA DO SUL ;PA;4;1;;10473;10;0,546000;0,000477;0,176358;0,030000;3
BODOCO;AM;;3,000000;2,000000;5638;10;0,740000;0,000887;0,034232;0,110000;6
BODOQUENA ;RS;1,000000;2,000000;1,000000;11775;10;0,665000;0,000340;0,012059;0,010000;1
BOM CONSELHO;RS;1,000000;3,000000;5,000000;1958;5;0,744000;0,004597;0,072523;1,100000;22
BOM DESPACHO;MA;6,000000;12,000000;5,000000;3005;5;0,582000;0,007654;0,399667;1,780000;53
BOM JARDIM;MG;4,000000;8,000000;6,000000;5525;10;0,778000;0,003258;0,286516;1,550000;86
BOM JARDIM DE MINAS ;SP;1,000000;1,000000;;11872;10;0,604000;0,000168;0,056688;0,020000;2
BOM JESUS ;MA;8,000000;9,000000;7,000000;4764;5;0,558000;0,005038;0,252099;0,910000;43
BOM JESUS DA LAPA ;TO;2,000000;4,000000;5,000000;3536;5;0,734000;0,003111;0,135181;1,920000;68
BOM JESUS DA PENHA;SP;1,000000;3,000000;1,000000;11158;10;0,604000;0,000448;0,060315;0,030000;3
BOM JESUS DA SERRA;PI;1,000000;1,000000;;6073;10;0,638000;0,000329;0,480981;0,360000;22
BOM JESUS DAS SELVAS;MG;2,000000;1,000000;;4448;5;0,730000;0,000674;0,355890;4,920000;219
BOM JESUS DO AMPARO ;PE;2,000000;1,000000;;5507;10;0,594000;0,000545;1,108226;0,400000;22
BOM JESUS DO ARAGUAIA ;PI;1,000000;;;4607;5;0,506000;0,000217;0,634035;1,400000;64
BOM JESUS DO ITABAPOANA ;PE;3,000000;4,000000;4,000000;12765;10;0,489000;0,000862;0,478104;0,020000;3
BOM JESUS DO NORTE;MG;1,000000;1,000000;1,000000;6210;10;0,749000;0,000483;0,254911;0,940000;58
BOM JESUS DO TOCANTINS;SP;1,000000;3,000000;2,000000;3329;5;0,744000;0,001802;0,202163;3,070000;102
BOM JESUS DOS PERDOES ;MG;1,000000;2,000000;3,000000;14554;10;0,739000;0,000412;0,108767;0,350000;51
BOM LUGAR ;SP;1,000000;1,000000;;69486;15;0,768000;0,000029;0,009685;0,010000;7
BOM PRINCIPIO ;SP;3,000000;5,000000;3,000000;8117;10;0,688000;0,001355;0,082912;0,130000;11
BOM PROGRESSO ;BA;2,000000;;;2498;5;0,780000;0,000801;1,573259;30,280000;756
BOM RETIRO DO SUL ;MG;3,000000;3,000000;1,000000;15984;10;0,667000;0,000438;0,099037;0,120000;19
BOM SUCESSO ;ES;3,000000;6,000000;3,000000;16400;10;0,806000;0,000732;0,126707;0,980000;161
BOM SUCESSO DO SUL;PR;3,000000;;;4047;5;0,704000;0,000741;0,181369;2,090000;85
BOMBINHAS ;SP;6,000000;3,000000;1,000000;15092;10;0,720000;0,000663;0,044593;0,110000;17
BONFIM;PI;3,000000;4,000000;2,000000;40219;15;0,700000;0,000224;0,072627;0,020000;8
BONFIM DO PIAUI ;BA;1,000000;1,000000;;2470;5;0,681000;0,000810;1,591093;15,540000;384
BONFINOPOLIS;PB;2,000000;1,000000;;15018;10;0,575000;0,000200;0,085830;0,020000;3
BONFINOPOLIS DE MINAS ;PR;1,000000;2,000000;1,000000;6815;10;0,567000;0,000587;0,107704;0,020000;1
BONINAL ;CE;2,000000;2,000000;;12329;10;0,599000;0,000324;0,185498;0,070000;9
BONITO;RR;2,000000;9,000000;8,000000;5307;10;0,655000;0,003580;0,109666;0,110000;6
BONITO DE MINAS ;PB;1,000000;1,000000;;6365;10;0,598000;0,000314;0,202514;0,080000;5
BONOPOLIS ;RS;1,000000;1,000000;;7136;10;0,752000;0,000280;0,019899;0,080000;6
BOQUEIRAO DO LEAO ;RS;1,000000;;1,000000;7540;10;0,676000;0,000265;0,018833;0,030000;2
BOQUEIRAO DO PIAUI;MA;1,000000;1,000000;;2092;5;0,762000;0,000956;0,574092;9,830000;206
BOQUIM;RS;3,000000;3,000000;3,000000;6712;10;0,703000;0,001341;0,021156;0,040000;3
